response_id,timestamp,date,channel,page_url,device,csat_score,nps_score,ces_score,verbatim,journey_stage,sentiment,resolved
MED-5316,2026-05-04T15:30:00,2026-05-04,web_intercept,/rewards/login,mobile,3,2,6,"I know my password is correct because I just set it up, but the login just spins and nothing happens.",login,neutral,True
MED-5317,2026-05-04T12:34:00,2026-05-04,post_purchase,/order/build-your-own,desktop,2,3,6,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,negative,False
MED-5318,2026-05-04T18:10:00,2026-05-04,web_intercept,/order/build-your-own,mobile,4,3,6,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,positive,True
MED-5319,2026-05-04T09:16:00,2026-05-04,post_purchase,/rewards/signup,mobile,1,2,7,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,False
MED-5320,2026-05-04T19:31:00,2026-05-04,post_purchase,/rewards/signup,mobile,2,3,7,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5321,2026-05-04T08:38:00,2026-05-04,web_intercept,/menu,mobile,5,7,3,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5322,2026-05-04T18:51:00,2026-05-04,web_intercept,/menu,mobile,5,10,1,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5323,2026-05-04T20:45:00,2026-05-04,email_survey,/rewards/login,mobile,2,4,7,"I know my password is correct because I just set it up, but the login just spins and nothing happens.",login,negative,False
MED-5324,2026-05-04T16:17:00,2026-05-04,web_intercept,/menu,desktop,5,8,2,Would love to see nutritional info on the menu pages.,browse,positive,False
MED-5325,2026-05-04T11:05:00,2026-05-04,web_intercept,/recipes,desktop,4,8,1,Really enjoy the recipes section. Made the classic lime at home!,browse,positive,True
MED-5326,2026-05-04T22:06:00,2026-05-04,web_intercept,/order/checkout,mobile,3,2,6,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,neutral,True
MED-5327,2026-05-04T15:14:00,2026-05-04,web_intercept,/order/checkout,desktop,3,4,6,Why does the page jump around so much when I'm trying to enter my credit card? The layout kept shifting and I accidentally clicked the wrong button.,checkout,neutral,True
MED-5328,2026-05-04T11:40:00,2026-05-04,post_purchase,/locations,mobile,4,8,3,Mobile site needs work. Some buttons are hard to tap.,browse,positive,True
MED-5329,2026-05-04T14:02:00,2026-05-04,post_purchase,/rewards/signup,mobile,2,1,6,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5330,2026-05-04T17:12:00,2026-05-04,web_intercept,/order/build-your-own,mobile,3,4,4,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,neutral,True
MED-5331,2026-05-04T17:08:00,2026-05-04,web_intercept,/rewards/signup,mobile,2,3,5,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,negative,False
MED-5332,2026-05-05T08:30:00,2026-05-05,web_intercept,/,mobile,4,7,3,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,False
MED-5333,2026-05-05T20:28:00,2026-05-05,post_purchase,/order/checkout,desktop,2,4,7,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5334,2026-05-05T14:44:00,2026-05-05,app_feedback,/rewards/signup,mobile,3,4,7,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,neutral,True
MED-5335,2026-05-05T15:00:00,2026-05-05,post_purchase,/order/checkout,mobile,3,3,7,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,neutral,False
MED-5336,2026-05-05T20:58:00,2026-05-05,web_intercept,/order/build-your-own,mobile,3,4,4,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,neutral,False
MED-5337,2026-05-05T22:51:00,2026-05-05,email_survey,/rewards/signup,desktop,1,4,6,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,True
MED-5338,2026-05-05T20:16:00,2026-05-05,web_intercept,/rewards/signup,desktop,3,3,7,"The signup form won't accept my email address. No error message, just nothing happens when I click submit.",signup,neutral,False
MED-5339,2026-05-05T16:21:00,2026-05-05,web_intercept,/order/checkout,desktop,1,0,5,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,negative,False
MED-5340,2026-05-05T14:33:00,2026-05-05,post_purchase,/recipes,mobile,3,10,1,Your website loads really fast on desktop. Nice job.,browse,neutral,False
MED-5341,2026-05-05T18:42:00,2026-05-05,web_intercept,/menu,mobile,5,10,3,"Great margaritas, website could use some work though.",browse,positive,False
MED-5342,2026-05-05T12:10:00,2026-05-05,web_intercept,/order/checkout,mobile,1,4,6,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,negative,False
MED-5343,2026-05-05T20:21:00,2026-05-05,web_intercept,/catering,mobile,3,7,1,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5344,2026-05-05T11:56:00,2026-05-05,email_survey,/locations,desktop,4,9,2,Mobile site needs work. Some buttons are hard to tap.,browse,positive,True
MED-5345,2026-05-05T22:09:00,2026-05-05,web_intercept,/order/checkout,mobile,2,3,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5346,2026-05-05T08:37:00,2026-05-05,app_feedback,/catering,mobile,3,10,2,Mobile site needs work. Some buttons are hard to tap.,browse,neutral,True
MED-5347,2026-05-05T15:37:00,2026-05-05,email_survey,/order/checkout,desktop,2,2,5,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5348,2026-05-06T10:08:00,2026-05-06,app_feedback,/blog,mobile,3,7,3,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,neutral,True
MED-5349,2026-05-06T18:33:00,2026-05-06,web_intercept,/recipes,desktop,4,7,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5350,2026-05-06T08:01:00,2026-05-06,post_purchase,/rewards/login,desktop,3,3,7,Tried logging into my rewards account to check my points. The page just refreshes with no feedback.,login,neutral,False
MED-5351,2026-05-06T19:19:00,2026-05-06,post_purchase,/catering,desktop,4,6,2,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5352,2026-05-06T22:16:00,2026-05-06,email_survey,/rewards/login,mobile,2,5,4,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,negative,False
MED-5353,2026-05-06T17:47:00,2026-05-06,web_intercept,/rewards/signup,mobile,2,4,7,I tried to sign up with my Gmail address (lisa.m+rewards@gmail.com) and it said invalid email. That IS a valid email!,signup,negative,False
MED-5354,2026-05-06T20:06:00,2026-05-06,web_intercept,/,mobile,3,7,1,The party packs are an amazing deal. Ordered for my office happy hour.,browse,neutral,True
MED-5355,2026-05-06T22:04:00,2026-05-06,web_intercept,/rewards/signup,desktop,3,3,7,I tried to sign up with my Gmail address (lisa.m+rewards@gmail.com) and it said invalid email. That IS a valid email!,signup,neutral,True
MED-5356,2026-05-06T21:02:00,2026-05-06,app_feedback,/order/build-your-own,desktop,2,4,5,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,negative,True
MED-5357,2026-05-06T16:25:00,2026-05-06,email_survey,/recipes,mobile,3,6,2,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5358,2026-05-06T21:02:00,2026-05-06,web_intercept,/catering,mobile,4,6,2,"Catering quote form worked great, got a response within an hour.",browse,positive,False
MED-5359,2026-05-06T14:53:00,2026-05-06,post_purchase,/rewards/signup,mobile,3,4,5,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,neutral,True
MED-5360,2026-05-06T09:05:00,2026-05-06,web_intercept,/rewards/login,mobile,4,4,6,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,positive,True
MED-5361,2026-05-06T18:05:00,2026-05-06,email_survey,/blog,desktop,4,9,1,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5362,2026-05-06T22:37:00,2026-05-06,post_purchase,/catering,desktop,5,6,1,Really enjoy the recipes section. Made the classic lime at home!,browse,positive,True
MED-5363,2026-05-06T12:41:00,2026-05-06,post_purchase,/order/checkout,mobile,2,1,5,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5364,2026-05-06T20:18:00,2026-05-06,post_purchase,/locations,mobile,4,9,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5365,2026-05-06T14:20:00,2026-05-06,web_intercept,/rewards/signup,mobile,1,2,7,I tried to sign up with my Gmail address (lisa.m+rewards@gmail.com) and it said invalid email. That IS a valid email!,signup,negative,True
MED-5366,2026-05-06T10:00:00,2026-05-06,app_feedback,/locations,mobile,3,9,1,Mobile site needs work. Some buttons are hard to tap.,browse,neutral,True
MED-5367,2026-05-06T19:00:00,2026-05-06,web_intercept,/order/checkout,mobile,2,0,5,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,True
MED-5368,2026-05-06T16:44:00,2026-05-06,web_intercept,/order/checkout,mobile,3,3,5,The checkout error message flashes for half a second and then the form resets. I have no idea what I did wrong.,checkout,neutral,True
MED-5369,2026-05-06T11:15:00,2026-05-06,email_survey,/locations,mobile,5,8,3,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5370,2026-05-07T10:25:00,2026-05-07,email_survey,/locations,mobile,4,8,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5371,2026-05-07T11:44:00,2026-05-07,app_feedback,/blog,desktop,3,10,3,"Catering quote form worked great, got a response within an hour.",browse,neutral,True
MED-5372,2026-05-07T09:17:00,2026-05-07,web_intercept,/,desktop,3,9,3,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,False
MED-5373,2026-05-07T15:09:00,2026-05-07,email_survey,/order/checkout,desktop,3,1,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,neutral,False
MED-5374,2026-05-07T17:30:00,2026-05-07,post_purchase,/order/checkout,mobile,2,1,7,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,negative,False
MED-5375,2026-05-07T10:16:00,2026-05-07,email_survey,/locations,mobile,4,8,2,"Catering quote form worked great, got a response within an hour.",browse,positive,False
MED-5376,2026-05-07T14:29:00,2026-05-07,web_intercept,/rewards/signup,mobile,2,1,5,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5377,2026-05-07T17:56:00,2026-05-07,web_intercept,/order/checkout,mobile,3,1,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,neutral,False
MED-5378,2026-05-07T15:20:00,2026-05-07,web_intercept,/locations,mobile,3,6,3,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,neutral,True
MED-5379,2026-05-07T13:35:00,2026-05-07,post_purchase,/locations,desktop,3,8,2,"Great margaritas, website could use some work though.",browse,neutral,False
MED-5380,2026-05-07T14:28:00,2026-05-07,web_intercept,/order/checkout,mobile,3,2,7,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,neutral,True
MED-5381,2026-05-07T15:17:00,2026-05-07,app_feedback,/order/checkout,desktop,3,2,6,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,neutral,True
MED-5382,2026-05-07T14:15:00,2026-05-07,app_feedback,/rewards/signup,mobile,3,2,7,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,neutral,True
MED-5383,2026-05-08T08:06:00,2026-05-08,web_intercept,/order/build-your-own,mobile,4,4,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,positive,True
MED-5384,2026-05-08T11:00:00,2026-05-08,web_intercept,/order/checkout,mobile,3,3,5,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,neutral,True
MED-5385,2026-05-08T17:31:00,2026-05-08,web_intercept,/,mobile,3,9,3,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5386,2026-05-08T11:16:00,2026-05-08,web_intercept,/menu,mobile,4,8,1,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5387,2026-05-08T18:41:00,2026-05-08,email_survey,/rewards/signup,mobile,2,4,7,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5388,2026-05-08T12:16:00,2026-05-08,app_feedback,/locations,desktop,3,8,1,"Catering quote form worked great, got a response within an hour.",browse,neutral,True
MED-5389,2026-05-08T17:01:00,2026-05-08,post_purchase,/rewards/signup,desktop,2,2,5,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,negative,False
MED-5390,2026-05-08T11:12:00,2026-05-08,web_intercept,/order/checkout,desktop,3,4,7,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,neutral,True
MED-5391,2026-05-08T10:12:00,2026-05-08,email_survey,/order/checkout,mobile,2,4,5,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5392,2026-05-08T10:17:00,2026-05-08,email_survey,/rewards/login,mobile,4,4,5,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,positive,True
MED-5393,2026-05-08T15:26:00,2026-05-08,web_intercept,/menu,mobile,5,10,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5394,2026-05-08T21:45:00,2026-05-08,web_intercept,/order/checkout,desktop,2,1,7,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,negative,False
MED-5395,2026-05-08T19:23:00,2026-05-08,web_intercept,/rewards/login,mobile,3,2,6,"Login doesn't work. No error message, no 'wrong password' message, just... nothing. The button grays out and that's it.",login,neutral,True
MED-5396,2026-05-08T10:59:00,2026-05-08,app_feedback,/order/build-your-own,desktop,3,5,6,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,neutral,True
MED-5397,2026-05-08T11:59:00,2026-05-08,web_intercept,/order/checkout,desktop,3,2,7,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,neutral,True
MED-5398,2026-05-08T20:45:00,2026-05-08,web_intercept,/order/checkout,mobile,1,4,7,Why does the page jump around so much when I'm trying to enter my credit card? The layout kept shifting and I accidentally clicked the wrong button.,checkout,negative,False
MED-5399,2026-05-08T12:55:00,2026-05-08,email_survey,/order/checkout,desktop,2,0,7,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,negative,False
MED-5400,2026-05-08T13:12:00,2026-05-08,web_intercept,/order/build-your-own,mobile,2,4,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,negative,True
MED-5401,2026-05-08T20:44:00,2026-05-08,web_intercept,/,desktop,5,7,1,Mobile site needs work. Some buttons are hard to tap.,browse,positive,True
MED-5402,2026-05-08T20:11:00,2026-05-08,email_survey,/order/build-your-own,mobile,3,3,4,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5403,2026-05-08T13:20:00,2026-05-08,web_intercept,/order/checkout,mobile,1,2,6,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5404,2026-05-08T15:00:00,2026-05-08,web_intercept,/order/checkout,mobile,1,1,5,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5405,2026-05-09T09:41:00,2026-05-09,app_feedback,/order/build-your-own,desktop,3,3,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5406,2026-05-09T13:20:00,2026-05-09,email_survey,/menu,mobile,4,10,3,Mobile site needs work. Some buttons are hard to tap.,browse,positive,True
MED-5407,2026-05-09T15:59:00,2026-05-09,post_purchase,/locations,mobile,3,9,3,The party packs are an amazing deal. Ordered for my office happy hour.,browse,neutral,False
MED-5408,2026-05-09T12:07:00,2026-05-09,email_survey,/blog,mobile,4,7,3,"Great margaritas, website could use some work though.",browse,positive,False
MED-5409,2026-05-09T19:34:00,2026-05-09,web_intercept,/order/build-your-own,mobile,3,3,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5410,2026-05-09T14:28:00,2026-05-09,web_intercept,/order/checkout,desktop,3,1,7,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,neutral,True
MED-5411,2026-05-09T12:51:00,2026-05-09,post_purchase,/rewards/login,desktop,2,3,5,Is the rewards login broken? I've tried 5 times and it silently fails every time.,login,negative,False
MED-5412,2026-05-09T12:49:00,2026-05-09,web_intercept,/recipes,desktop,5,10,2,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5413,2026-05-09T19:50:00,2026-05-09,web_intercept,/recipes,mobile,5,9,1,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5414,2026-05-09T16:58:00,2026-05-09,post_purchase,/menu,mobile,4,9,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5415,2026-05-09T09:11:00,2026-05-09,email_survey,/order/build-your-own,desktop,4,5,4,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,positive,True
MED-5416,2026-05-09T09:26:00,2026-05-09,web_intercept,/order/build-your-own,mobile,3,3,4,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,neutral,True
MED-5417,2026-05-09T13:52:00,2026-05-09,post_purchase,/order/checkout,desktop,2,1,6,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5418,2026-05-09T19:33:00,2026-05-09,email_survey,/blog,mobile,5,8,3,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5419,2026-05-09T16:13:00,2026-05-09,post_purchase,/locations,desktop,3,8,3,Love the menu selection. The spicy mango is incredible.,browse,neutral,True
MED-5420,2026-05-09T21:20:00,2026-05-09,post_purchase,/locations,mobile,3,9,3,Your website loads really fast on desktop. Nice job.,browse,neutral,True
MED-5421,2026-05-09T17:18:00,2026-05-09,email_survey,/order/build-your-own,mobile,4,3,4,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,positive,False
MED-5422,2026-05-09T20:58:00,2026-05-09,post_purchase,/order/build-your-own,desktop,3,4,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,False
MED-5423,2026-05-09T19:17:00,2026-05-09,email_survey,/rewards/signup,mobile,3,1,7,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,neutral,True
MED-5424,2026-05-09T14:59:00,2026-05-09,web_intercept,/rewards/login,desktop,2,3,6,Tried logging into my rewards account to check my points. The page just refreshes with no feedback.,login,negative,False
MED-5425,2026-05-09T09:08:00,2026-05-09,web_intercept,/order/checkout,desktop,2,4,6,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5426,2026-05-09T21:10:00,2026-05-09,email_survey,/order/build-your-own,desktop,3,3,4,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,neutral,True
MED-5427,2026-05-09T21:07:00,2026-05-09,email_survey,/order/checkout,mobile,2,0,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5428,2026-05-09T15:02:00,2026-05-09,app_feedback,/rewards/login,mobile,3,3,7,Is the rewards login broken? I've tried 5 times and it silently fails every time.,login,neutral,True
MED-5429,2026-05-10T09:50:00,2026-05-10,web_intercept,/recipes,mobile,4,9,2,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5430,2026-05-10T09:36:00,2026-05-10,email_survey,/order/build-your-own,desktop,3,3,4,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,neutral,False
MED-5431,2026-05-10T08:41:00,2026-05-10,web_intercept,/rewards/signup,desktop,2,3,7,"The signup form won't accept my email address. No error message, just nothing happens when I click submit.",signup,negative,False
MED-5432,2026-05-10T09:23:00,2026-05-10,web_intercept,/order/checkout,mobile,3,3,6,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,neutral,False
MED-5433,2026-05-10T10:12:00,2026-05-10,post_purchase,/locations,desktop,5,8,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5434,2026-05-10T11:58:00,2026-05-10,email_survey,/order/build-your-own,mobile,3,3,6,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,neutral,True
MED-5435,2026-05-10T14:33:00,2026-05-10,web_intercept,/locations,mobile,3,8,2,Mobile site needs work. Some buttons are hard to tap.,browse,neutral,True
MED-5436,2026-05-10T10:08:00,2026-05-10,web_intercept,/order/checkout,mobile,3,0,6,"Page is so slow I thought my browser crashed. Then the address form reset. This is 2026, how is this still a problem?",checkout,neutral,False
MED-5437,2026-05-10T09:59:00,2026-05-10,app_feedback,/order/build-your-own,mobile,4,2,6,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,positive,True
MED-5438,2026-05-10T18:47:00,2026-05-10,web_intercept,/order/build-your-own,desktop,2,5,4,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,negative,False
MED-5439,2026-05-10T13:53:00,2026-05-10,email_survey,/rewards/login,mobile,2,4,7,Is the rewards login broken? I've tried 5 times and it silently fails every time.,login,negative,False
MED-5440,2026-05-10T12:58:00,2026-05-10,web_intercept,/order/build-your-own,mobile,2,3,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,negative,False
MED-5441,2026-05-10T16:44:00,2026-05-10,web_intercept,/menu,mobile,5,10,2,"Great margaritas, website could use some work though.",browse,positive,True
MED-5442,2026-05-10T14:42:00,2026-05-10,email_survey,/rewards/login,mobile,2,4,4,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,negative,False
MED-5443,2026-05-10T22:28:00,2026-05-10,web_intercept,/rewards/login,mobile,4,4,7,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,positive,False
MED-5444,2026-05-10T19:58:00,2026-05-10,post_purchase,/order/build-your-own,mobile,3,4,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,neutral,True
MED-5445,2026-05-10T11:01:00,2026-05-10,post_purchase,/order/checkout,mobile,2,4,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5446,2026-05-10T11:35:00,2026-05-10,email_survey,/,mobile,3,9,3,Would love to see nutritional info on the menu pages.,browse,neutral,True
MED-5447,2026-05-11T12:23:00,2026-05-11,email_survey,/menu,mobile,4,9,3,Really enjoy the recipes section. Made the classic lime at home!,browse,positive,True
MED-5448,2026-05-11T15:10:00,2026-05-11,web_intercept,/order/checkout,desktop,1,1,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,True
MED-5449,2026-05-11T09:22:00,2026-05-11,web_intercept,/order/checkout,mobile,3,3,6,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,neutral,True
MED-5450,2026-05-11T12:14:00,2026-05-11,web_intercept,/order/checkout,mobile,1,2,5,Tried to order a party pack for Saturday. Checkout form wiped my address twice. Ended up ordering from a competitor.,checkout,negative,False
MED-5451,2026-05-11T18:33:00,2026-05-11,email_survey,/rewards/login,mobile,4,4,6,"Login doesn't work. No error message, no 'wrong password' message, just... nothing. The button grays out and that's it.",login,positive,True
MED-5452,2026-05-11T09:14:00,2026-05-11,email_survey,/order/checkout,desktop,2,1,6,The checkout error message flashes for half a second and then the form resets. I have no idea what I did wrong.,checkout,negative,False
MED-5453,2026-05-11T13:25:00,2026-05-11,email_survey,/catering,mobile,5,10,1,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5454,2026-05-11T11:29:00,2026-05-11,post_purchase,/order/build-your-own,desktop,4,5,4,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,positive,False
MED-5455,2026-05-11T13:27:00,2026-05-11,web_intercept,/order/checkout,desktop,1,4,6,The checkout error message flashes for half a second and then the form resets. I have no idea what I did wrong.,checkout,negative,False
MED-5456,2026-05-11T19:27:00,2026-05-11,app_feedback,/order/build-your-own,mobile,4,3,5,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,positive,True
MED-5457,2026-05-11T10:42:00,2026-05-11,web_intercept,/rewards/signup,mobile,1,3,6,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,negative,False
MED-5458,2026-05-11T09:48:00,2026-05-11,web_intercept,/locations,mobile,5,9,1,"Catering quote form worked great, got a response within an hour.",browse,positive,False
MED-5459,2026-05-11T17:58:00,2026-05-11,app_feedback,/recipes,mobile,4,10,2,The blog content is great! Learned a lot about tequila varieties.,browse,positive,False
MED-5460,2026-05-11T17:59:00,2026-05-11,email_survey,/order/checkout,desktop,1,3,6,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5461,2026-05-11T14:22:00,2026-05-11,app_feedback,/blog,mobile,3,8,2,Mobile site needs work. Some buttons are hard to tap.,browse,neutral,True
MED-5462,2026-05-12T18:35:00,2026-05-12,web_intercept,/order/checkout,mobile,3,2,5,Love your margaritas but your checkout is broken. Fix the address form please!,checkout,neutral,True
MED-5463,2026-05-12T18:30:00,2026-05-12,post_purchase,/order/checkout,desktop,1,0,7,The checkout error message flashes for half a second and then the form resets. I have no idea what I did wrong.,checkout,negative,False
MED-5464,2026-05-12T22:49:00,2026-05-12,app_feedback,/order/checkout,mobile,1,3,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5465,2026-05-12T13:55:00,2026-05-12,web_intercept,/order/build-your-own,desktop,2,4,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,negative,False
MED-5466,2026-05-12T22:40:00,2026-05-12,web_intercept,/rewards/login,mobile,2,3,6,"I know my password is correct because I just set it up, but the login just spins and nothing happens.",login,negative,False
MED-5467,2026-05-12T16:41:00,2026-05-12,web_intercept,/rewards/login,mobile,3,2,6,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,neutral,False
MED-5468,2026-05-12T15:17:00,2026-05-12,email_survey,/order/build-your-own,desktop,3,4,4,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,neutral,True
MED-5469,2026-05-12T08:54:00,2026-05-12,email_survey,/locations,mobile,3,9,3,Mobile site needs work. Some buttons are hard to tap.,browse,neutral,False
MED-5470,2026-05-12T11:05:00,2026-05-12,post_purchase,/rewards/login,mobile,2,4,6,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,negative,False
MED-5471,2026-05-12T21:42:00,2026-05-12,email_survey,/catering,desktop,4,8,2,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5472,2026-05-12T16:35:00,2026-05-12,web_intercept,/menu,mobile,4,8,3,Would love to see nutritional info on the menu pages.,browse,positive,True
MED-5473,2026-05-12T17:04:00,2026-05-12,app_feedback,/locations,desktop,4,8,3,The blog content is great! Learned a lot about tequila varieties.,browse,positive,False
MED-5474,2026-05-12T20:16:00,2026-05-12,web_intercept,/order/build-your-own,mobile,2,4,5,I added tequila reposado and fresh lime but the price stayed at $0.00. Is this a bug or is it really free? (It wasn't free.),build,negative,False
